4.5506701197 5.7903460217 40
4.0375557113 4.7809811662 48
-4.3725783984 4.8213876278 52
0.5374669462 -5.5244828841 54
5.0346821294 5.658020833 47
2.6045958377 -5.3808449238 45
0.4339752165 -5.1497577833 45
4.5403889907 5.3147671742 53
1.1934958409 -5.5293334385 45
0.0578760408 -6.5819368782 44
-7.17142259 4.6526335834 57
4.3186927842 5.557904334 50
4.5999581307 6.6222400663 61
-5.463356107 5.1821877935 57
-3.9238328711 6.4086459484 47
2.258971045 -5.9388191499 58
-3.687472718 4.9145924082 46
3.9456678165 7.426923714 45
4.1546736709 2.2739461869 62
0.337241871 -4.5094992191 46
-0.8643605766 -5.0130533398 63
5.2846487191 6.1679891927 58
-4.6434339661 5.5921175573 37
-4.7667927465 5.8262403614 51
-5.909688993 4.5019951309 46
-3.7782538064 7.5181497568 52
-4.7451416249 4.7438178469 48
1.1852672726 -5.8649976431 52
-1.8570715321 -6.3070063654 47
5.7284456305 2.7125692767 43
-1.673950689 3.7487442644 57
1.8079213722 -5.0427238192 49
6.0392451157 5.1288659837 43
6.5693835884 5.4025417749 46
-5.2821551849 3.5989696568 48
-0.2390190156 -3.7419780019 53
1.1172506675 -4.4540005334 49
-2.8727987078 5.9605284312 50
-0.2034503265 -4.6773801127 50
4.2738075963 5.3695444921 52
2.4979187926 -4.6881806744 45
-0.0686752779 -5.8201106012 55
-5.4416263005 3.912517548 41
-0.9989362758 -4.6054383885 40
5.2579920787 5.5965997686 52
-5.9968168351 4.0789485143 53
-3.5907994415 4.2523075261 53
3.7234979993 3.3905999451 43
-4.2271473743 6.4740311829 50
-0.924209517 -5.5848838597 47
